PAC4GC_38658443	EB27023.1	mrna-11262	g6656.t1	mrna-7713	mrna-754
PAC4GC_38647527	EB45902.1	mrna-4318	g67667.t2	mrna-8511	mrna-7330
PAC4GC_38647598	EB46239.1	mrna-4319	g67664.t1	mrna-8510	mrna-7331
PAC4GC_38647218	EB46212.1	mrna-4322	g67660.t1	mrna-8505	mrna-7335
PAC4GC_38646759	EB45938.1	mrna-4323	g67659.t1	mrna-8504	mrna-7336
PAC4GC_38647010	EB46150.2	mrna-4474	g67658.t1	transcript-20572	mrna-7337
PAC4GC_38647548	EB45922.1	mrna-4477	g67645.t1	mrna-8501	mrna-7339
PAC4GC_38645892	EB46248.1	mrna-4479	g67640.t1	mrna-8499	mrna-7341
PAC4GC_38646667	EB45527.1	mrna-4325	g67638.t1	mrna-8494	mrna-7343
PAC4GC_38646393	EB46321.1	mrna-4406	g67637.t1	mrna-8498	mrna-7344
PAC4GC_38645333	EB46000.1	mrna-4405	g67636.t1	mrna-8497	mrna-7345
PAC4GC_38646066	EB45910.2	mrna-4480	g67629.t1	mrna-8496	mrna-7347
PAC4GC_38647175	EB45957.1	mrna-4481	g67628.t1	mrna-8495	mrna-7348
PAC4GC_38647588	EB46086.1	mrna-4482	g67627.t1	mrna-8493	mrna-7349
PAC4GC_38647503	EB46196.1	mrna-2374	g67574.t1	mrna-8491	mrna-7350
PAC4GC_38646133	EB45864.1	mrna-2375	g67573.t1	mrna-8490	mrna-7351
PAC4GC_38647064	EB45506.1	mrna-2350	g66902.t1	mrna-9214	mrna-7493
PAC4GC_38647162	EB46253.1	mrna-2352	g66912.t1	mrna-9216	mrna-7494
PAC4GC_38647364	EB46168.1	mrna-2353	g66928.t1	mrna-9218	mrna-7496
PAC4GC_38645293	EB46278.1	mrna-2355	g67452.t1	mrna-9599	mrna-7359
PAC4GC_38646106	EB46211.1	mrna-2422	g67458.t1	mrna-9600	mrna-7358
PAC4GC_38645840	EB45746.1	mrna-2421	g67460.t1	mrna-9601	mrna-7357
PAC4GC_38645500	EB45582.1	mrna-2420	g67461.t1	mrna-9602	mrna-7356
PAC4GC_38645363	EB45983.1	mrna-2419	g67462.t1	mrna-9603	mrna-7355
PAC4GC_38647408	EB46060.3	mrna-2348	g67339.t1	mrna-9212	mrna-7492
PAC4GC_38646988	EB45627.1	mrna-2347	g67343.t1	mrna-9211	mrna-7436
PAC4GC_38647468	EB45667.1	mrna-2346	g67355.t1	mrna-9210	mrna-7437
PAC4GC_38645608	EB46230.1	mrna-2324	g68847.t1	mrna-10714	mrna-7424
PAC4GC_38645426	EB45841.1	mrna-2409	g119469.t1	mrna-5028	mrna-7363
PAC4GC_38647636	EB45725.1	mrna-2408	g68424.t1	mrna-5030	mrna-7364
PAC4GC_38647305	EB45612.1	mrna-2321	g68852.t1	mrna-10713	mrna-7422
PAC4GC_38647777	EB45553.1	mrna-4544	g68754.t1	mrna-4991	mrna-7401
PAC4GC_38646556	EB46181.1	mrna-4452	g68753.t1	mrna-4990	mrna-7402
PAC4GC_38646493	EB46106.1	mrna-4402	g68750.t1	mrna-4989	mrna-7400
PAC4GC_38646089	EB45723.1	transcript-2053	g68743.t1	mrna-4985	mrna-7397
PAC4GC_38645401	EB45824.1	mrna-4532	g68701.t1	transcript-12247	mrna-7393
PAC4GC_38647533	EB45829.1	mrna-4533	g68697.t1	mrna-4978	mrna-7392
PAC4GC_38645612	EB46192.1	mrna-2386	g68695.t1	mrna-4976	mrna-7390
PAC4GC_38646187	EB46144.1	mrna-2425	g68686.t1	mrna-4972	mrna-7304
PAC4GC_38646828	EB46035.1	mrna-2423	g68683.t1	mrna-4970	mrna-7306
PAC4GC_38647712	EB45818.1	mrna-2426	g68682.t1	mrna-4969	mrna-7307
PAC4GC_38645877	EB45697.1	mrna-2427	g68643.t1	mrna-4968	mrna-7302
PAC4GC_38647599	EB46121.1	mrna-2429	g68639.t1	mrna-4966	mrna-7300
PAC4GC_38646429	EB46031.1	mrna-2407	g68427.t1	mrna-5029	mrna-7365
PAC4GC_38647748	EB46098.1	mrna-4314	g67331.t1	mrna-8516	mrna-7326
PAC4GC_38646147	EB45595.1	mrna-4313	g67330.t1	mrna-8517	mrna-7325
PAC4GC_38647389	EB46300.1	mrna-4312	g67328.t1	mrna-8518	mrna-7324
PAC4GC_38646958	EB45654.1	mrna-4311	g67327.t1	mrna-8519	mrna-7323
PAC4GC_38646041	EB45677.1	mrna-4310	g67326.t1	mrna-8520	mrna-7322
PAC4GC_38646014	EB45784.1	mrna-4309	g67320.t1	mrna-8521	mrna-7321
PAC4GC_38647112	EB46037.1	mrna-4308	g67319.t1	mrna-8522	mrna-7320
PAC4GC_38645387	EB45915.2	mrna-4307	g67318.t1	mrna-8523	mrna-7319
PAC4GC_38647728	EB45817.1	mrna-4306	g67315.t1	mrna-8524	mrna-7318
PAC4GC_38645294	EB45799.1	mrna-4302	g67266.t1	mrna-9129	mrna-7315
PAC4GC_38646672	EB46241.1	mrna-4301	g67248.t1	mrna-9130	mrna-7312
PAC4GC_38645524	EB45753.1	mrna-4300	g67247.t1	mrna-9131	mrna-7311
PAC4GC_38647229	EB45901.10	mrna-2344	g67360.t1	mrna-9208	mrna-7460
PAC4GC_38647147	EB46109.1	mrna-4503	g68336.t1	mrna-9587	mrna-7444
PAC4GC_38646150	EB46297.1	mrna-4504	g68311.t1	mrna-9588	mrna-7485
PAC4GC_38645890	EB45970.1	mrna-4329	g68302.t1	mrna-9589	mrna-7483
PAC4GC_38647152	EB45958.1	mrna-4538	g68301.t1	mrna-9590	mrna-7482
PAC4GC_38647248	EB45772.1	mrna-4348	g68281.t1	mrna-9593	mrna-7467
PAC4GC_38647425	EB45865.1	mrna-4490	g68235.t1	mrna-4088	mrna-7451
PAC4GC_38646901	EB46112.1	mrna-4487	g68242.t1	mrna-4091	mrna-7447
PAC4GC_38645957	EB45703.2	mrna-4486	g68245.t1	mrna-4092	transcript-4412
PAC4GC_38645574	EB46170.3	mrna-4491	g68229.t1	mrna-4295	mrna-7452
PAC4GC_38646479	EB45877.1	mrna-4493	g68210.t1	mrna-4294	mrna-7453
PAC4GC_38647353	EB45641.1	mrna-2314	g68913.t1	mrna-10706	mrna-7414
PAC4GC_38645284	EB45613.1	mrna-2313	g68912.t1	mrna-10705	mrna-7413
PAC4GC_38646087	EB45792.1	mrna-2268	g68779.t1	mrna-9581	mrna-7441
PAC4GC_38646643	EB45516.1	mrna-2265	g68782.t1	mrna-9578	mrna-7438
PAC4GC_38645930	EB46047.1	mrna-2264	g119703.t1	mrna-9576	mrna-7434
PAC4GC_38645464	EB46261.1	mrna-2331	g68840.t1	mrna-10721	mrna-7432
PAC4GC_38647500	EB45588.1	mrna-2330	g68841.t1	mrna-10720	mrna-7431
PAC4GC_38647316	EB46019.1	mrna-2328	g68843.t1	mrna-10719	mrna-7430
PAC4GC_38646981	EB45972.1	mrna-2326	g68845.t1	mrna-10718	mrna-7427
PAC4GC_38646132	EB45796.1	mrna-2307	g68184.t1	mrna-4290	mrna-7455
PAC4GC_38647558	EB45657.1	mrna-2333	g68150.t1	mrna-12118	mrna-7489
PAC4GC_38645917	EB46038.4	mrna-2334	g68145.t1	mrna-12119	mrna-7487
PAC4GC_38646145	EB46101.1	mrna-2396	g68552.t1	mrna-4947	mrna-7283
PAC4GC_38645858	EB45486.2	mrna-2391	g68581.t1	mrna-4948	mrna-7284
PAC4GC_38647026	EB45638.1	mrna-2390	g68591.t1	mrna-4949	mrna-7285
PAC4GC_38647098	EB46164.1	mrna-2253	g68602.t1	mrna-4952	mrna-7287
PAC4GC_38646128	EB45548.1	mrna-2254	g68601.t1	mrna-4953	mrna-7288
PAC4GC_38645790	EB45563.2	mrna-2255	g68600.t1	mrna-4954	mrna-7289
PAC4GC_38645829	EB46200.1	mrna-2434	g68628.t1	mrna-4959	mrna-7293
PAC4GC_38646868	EB45805.1	mrna-2339	g68133.t1	mrna-14651	mrna-7481
PAC4GC_38645415	EB45778.1	mrna-2341	g67725.t1	mrna-4280	mrna-7478
PAC4GC_38646446	EB45689.1	mrna-2378	g67694.t1	mrna-4289	mrna-7472
PAC4GC_38593376	EB13083.1	mrna-8697	g65528.t1	mrna-5064	mrna-8660
PAC4GC_38594331	EB12703.1	mrna-8698	g65542.t1	mrna-5065	mrna-8659
PAC4GC_38594127	EB13121.1	mrna-8699	g65543.t1	mrna-5066	mrna-8658
PAC4GC_38595486	EB12300.1	mrna-8700	g65547.t1	mrna-5067	mrna-8657
PAC4GC_38593428	EB12782.1	mrna-8701	g65557.t1	mrna-5069	mrna-8655
PAC4GC_38594187	EB12650.1	mrna-8702	g65568.t1	mrna-5071	mrna-8653
PAC4GC_38593865	EB12819.1	mrna-8705	g65664.t1	mrna-15973	mrna-8651
PAC4GC_38594002	EB13344.1	mrna-8645	g65712.t1	mrna-15970	mrna-8496
PAC4GC_38594369	EB12315.1	mrna-8558	g65817.t1	mrna-7115	mrna-8498
PAC4GC_38593753	EB12825.1	mrna-2825	g65819.t1	mrna-7117	mrna-8499
PAC4GC_38594892	EB13063.1	mrna-2828	g65878.t1	mrna-7120	mrna-8503
PAC4GC_38593216	EB13078.1	mrna-2832	g65913.t1	mrna-13869	mrna-8608
PAC4GC_38593350	EB12626.1	mrna-2833	g65921.t1	mrna-13871	mrna-8610
PAC4GC_38593738	EB12398.1	mrna-2699	g65922.t1	mrna-13872	mrna-8611
PAC4GC_38595329	EB12853.1	mrna-2698	g65926.t1	mrna-13873	mrna-8612
PAC4GC_38593620	EB12531.1	mrna-2695	g65929.t1	mrna-13877	mrna-8615
PAC4GC_38594550	EB12833.1	mrna-2694	g65938.t1	mrna-13878	mrna-8616
PAC4GC_38592614	EB13231.1	mrna-2693	g65962.t1	mrna-15540	mrna-8617
PAC4GC_38592946	EB12541.1	mrna-2692	g65963.t1	mrna-15538	mrna-8618
PAC4GC_38594799	EB13019.1	mrna-2691	g65964.t1	mrna-15537	mrna-8619
PAC4GC_38594033	EB13320.1	mrna-2690	g65965.t1	mrna-15536	mrna-8620
PAC4GC_38593906	EB12820.1	mrna-2689	g65966.t1	mrna-15535	mrna-8621
PAC4GC_38593030	EB12306.1	mrna-2688	g65967.t1	mrna-15534	mrna-8622
PAC4GC_38593035	EB12695.1	mrna-2687	g65976.t1	mrna-15533	mrna-8623
PAC4GC_38593532	EB12318.2	mrna-2776	g65985.t1	mrna-15531	mrna-8625
PAC4GC_38595078	EB12611.1	mrna-2771	g65992.t1	mrna-15527	mrna-8630
PAC4GC_38593016	EB13349.1	mrna-2770	g66002.t1	mrna-15526	mrna-8631
PAC4GC_38594990	EB12323.1	mrna-2766	g66015.t1	mrna-15523	mrna-8634
PAC4GC_38593219	EB12293.2	mrna-2765	g66018.t1	mrna-15522	mrna-8635
PAC4GC_38593466	EB12797.1	mrna-2756	g66060.t1	mrna-4246	mrna-8464
PAC4GC_38594751	EB12342.1	mrna-2757	g66067.t1	mrna-4245	mrna-8463
PAC4GC_38593114	EB13090.1	mrna-2759	g66078.t1	mrna-4243	mrna-8461
PAC4GC_38594744	EB13017.1	mrna-2760	g66089.t1	mrna-4242	mrna-8460
PAC4GC_38594461	EB12643.2	mrna-2761	g66090.t1	mrna-4241	mrna-8459
PAC4GC_38593567	EB12966.1	mrna-2497	g66092.t1	mrna-4238	mrna-8457
PAC4GC_38594976	EB12720.1	mrna-2810	g66732.t2	mrna-16059	mrna-8393
PAC4GC_38595475	EB12711.1	mrna-2811	g66727.t1	mrna-16058	mrna-8410
PAC4GC_38593800	EB12702.1	mrna-2812	g66725.t1	mrna-16057	mrna-8409
PAC4GC_38593943	EB12276.4	mrna-2813	g66724.t1	mrna-16056	mrna-8408
PAC4GC_38594974	EB12982.1	mrna-2814	g66708.t1	mrna-16054	mrna-8407
PAC4GC_38592469	EB13026.1	mrna-2817	g66704.t1	mrna-10885	mrna-8404
PAC4GC_38594028	EB13129.1	mrna-2733	g66738.t1	mrna-16064	mrna-8389
PAC4GC_38595311	EB13239.1	mrna-2731	g66746.t1	mrna-16065	mrna-8387
PAC4GC_38594247	EB13156.1	mrna-2730	g66748.t1	mrna-16066	mrna-8386
PAC4GC_38593546	EB13290.1	mrna-2729	g66749.t1	mrna-16067	mrna-8385
PAC4GC_38594533	EB13153.1	mrna-2728	g66750.t1	mrna-16068	mrna-8384
PAC4GC_38594345	EB12566.1	mrna-2727	g66751.t1	mrna-16069	mrna-8383
PAC4GC_38593271	EB13348.1	mrna-2599	g118034.t1	mrna-16071	mrna-8381
PAC4GC_38594279	EB12688.1	mrna-2598	g66764.t1	mrna-16072	mrna-8380
PAC4GC_38592433	EB12483.1	mrna-2597	g66765.t1	mrna-16073	mrna-8379
PAC4GC_38593308	EB12740.1	mrna-2745	g66771.t1	mrna-16074	mrna-8377
PAC4GC_38594008	EB12534.1	mrna-2511	g66134.t1	mrna-4653	mrna-8455
PAC4GC_38593916	EB13270.1	mrna-2807	g66596.t1	mrna-3049	mrna-8495
PAC4GC_38593690	EB12845.1	mrna-2808	g66597.t1	mrna-3048	mrna-8494
PAC4GC_38595349	EB12776.1	mrna-2724	g66624.t1	transcript-16634	mrna-8540
PAC4GC_38593733	EB12446.1	mrna-8741	g66882.t1	mrna-6866	mrna-8537
PAC4GC_38592603	EB12465.2	mrna-8742	g66881.t1	mrna-6865	mrna-8536
PAC4GC_38593600	EB13130.5	mrna-8743	g66871.t1	mrna-6863	mrna-8535
PAC4GC_38594738	EB12546.2	mrna-2651	g66865.t1	mrna-6860	mrna-8533
PAC4GC_38594102	EB12460.1	mrna-2649	g66838.t1	mrna-9871	mrna-8530
PAC4GC_38593249	EB12764.1	mrna-8749	g64855.t1	mrna-14145	mrna-8491
PAC4GC_38593023	EB12918.1	mrna-8748	g64854.t1	mrna-14146	mrna-8490
PAC4GC_38594553	EB12978.1	mrna-2609	g64830.t1	mrna-14150	mrna-8486
PAC4GC_38594091	EB12635.1	mrna-2570	g64828.t1	mrna-14155	mrna-8482
PAC4GC_38595469	EB13190.1	mrna-2665	g65399.t1	mrna-1364	mrna-8668
PAC4GC_38593661	EB12699.1	mrna-2666	g65397.t1	mrna-1362	mrna-8669
PAC4GC_38593393	EB12280.2	mrna-2667	g65393.t1	mrna-1363	mrna-8513
PAC4GC_38594769	EB12428.1	mrna-2669	g65310.t2	mrna-1360	mrna-8478
PAC4GC_38593033	EB12326.1	mrna-2670	g65304.t1	mrna-1359	mrna-8477
PAC4GC_38593531	EB12376.1	mrna-2672	g65277.t1	mrna-1357	mrna-8475
PAC4GC_38594117	EB12423.1	mrna-2673	g118621.t1	mrna-1356	mrna-8474
PAC4GC_38594937	EB12422.2	mrna-2675	g119497.t1	mrna-1354	mrna-8472
PAC4GC_38595274	EB13065.1	mrna-2676	g119492.t1	mrna-1353	mrna-8573
PAC4GC_38595109	EB12914.1	mrna-2494	g66227.t1	mrna-12289	mrna-8544
PAC4GC_38593170	EB12355.2	mrna-2495	g66225.t1	mrna-12290	mrna-8581
PAC4GC_38595309	EB12707.1	mrna-2737	g65029.t1	mrna-11438	mrna-8424
PAC4GC_38593120	EB12860.1	mrna-2835	g64943.t1	mrna-11433	mrna-8427
PAC4GC_38592734	EB13323.1	mrna-2749	g64926.t1	mrna-11292	mrna-8428
PAC4GC_38593879	EB13336.1	mrna-2514	g64924.t1	mrna-11297	mrna-8430
PAC4GC_38593340	EB12858.1	mrna-2637	g64923.t1	mrna-11298	mrna-8431
PAC4GC_38592591	EB12933.1	mrna-2715	g65069.t1	mrna-11449	mrna-8414
PAC4GC_38594433	EB12658.1	mrna-8745	g66143.t1	mrna-9488	mrna-8411
PAC4GC_38593181	EB13275.1	mrna-2513	g64679.t1	mrna-14346	mrna-8597
PAC4GC_38593494	EB12838.1	mrna-2503	g64672.t1	mrna-14348	mrna-8595
PAC4GC_38595257	EB13266.1	mrna-2504	g64668.t1	mrna-14349	mrna-8587
PAC4GC_38593649	EB12291.1	mrna-2611	g64662.t1	mrna-1338	mrna-8588
PAC4GC_38593758	EB13141.1	mrna-2612	g64655.t2	mrna-1340	mrna-8589
PAC4GC_38593297	EB13272.1	mrna-2613	g64651.t1	mrna-1341	mrna-8590
PAC4GC_38593685	EB12903.1	mrna-2614	g65082.t2	mrna-1342	mrna-8591
PAC4GC_38594673	EB12852.1	mrna-2615	g65098.t1	mrna-1343	mrna-8592
PAC4GC_38592525	EB13170.1	transcript-1267	g64869.t1	mrna-11323	transcript-4983
PAC4GC_38593777	EB12774.1	mrna-2708	g64868.t1	mrna-11324	mrna-8448
PAC4GC_38595071	EB13120.1	mrna-2711	g64860.t1	mrna-4650	mrna-8449
PAC4GC_38592900	EB12617.1	mrna-2819	g66805.t1	mrna-16084	mrna-8519
PAC4GC_38593459	EB12510.2	mrna-2702	g66804.t1	mrna-16083	mrna-8518
PAC4GC_38594276	EB13292.1	mrna-2700	g66797.t1	mrna-16081	mrna-8516
PAC4GC_38592710	EB12653.1	mrna-2634	g64682.t1	mrna-14341	mrna-8600
PAC4GC_38594883	EB12456.1	mrna-2633	g64684.t1	mrna-14340	mrna-8585
PAC4GC_38593545	EB12612.1	mrna-2632	g64686.t1	mrna-14339	mrna-8584
PAC4GC_38593418	EB12747.1	mrna-2631	g64687.t1	mrna-14338	mrna-8583
PAC4GC_38595139	EB12412.2	mrna-8771	g64688.t1	mrna-14337	mrna-8582
PAC4GC_38592451	EB12529.1	mrna-2801	g66539.t1	mrna-1165	mrna-8642
PAC4GC_38595326	EB12375.2	mrna-2800	g66543.t1	mrna-1164	mrna-8643
PAC4GC_38594687	EB13079.1	mrna-2560	g66537.t2	mrna-1163	mrna-8644
PAC4GC_38594448	EB13226.1	mrna-2559	g66536.t1	mrna-1162	mrna-8645
PAC4GC_38593491	EB12380.1	mrna-2558	g66534.t1	mrna-1161	mrna-8646
PAC4GC_38593847	EB12905.1	mrna-2682	g65229.t1	mrna-1348	mrna-8604
PAC4GC_38592479	EB12926.1	mrna-2681	g65275.t1	mrna-1349	mrna-8579
PAC4GC_38592904	EB13337.1	mrna-2679	g65236.t1	mrna-1350	mrna-8577
PAC4GC_38592873	EB13008.1	mrna-2490	g66234.t1	mrna-12286	mrna-8548
PAC4GC_38592977	EB12928.1	mrna-2491	g66235.t1	mrna-12285	mrna-8549
PAC4GC_38593422	EB12898.1	mrna-2489	g66237.t1	mrna-12283	mrna-8550
PAC4GC_38593974	EB13182.1	mrna-2488	g66238.t1	mrna-12282	mrna-8551
PAC4GC_38595300	EB12515.1	mrna-2486	g66246.t1	mrna-12280	mrna-8553
PAC4GC_38593830	EB13133.1	mrna-2483	g66249.t1	mrna-12277	mrna-8556
PAC4GC_38595033	EB13022.1	mrna-2481	g66250.t1	mrna-12276	mrna-8559
PAC4GC_38592722	EB12693.2	mrna-2480	g66255.t1	mrna-12275	mrna-8560
PAC4GC_38594888	EB12416.1	mrna-2479	g66256.t1	mrna-12274	mrna-8561
PAC4GC_38594982	EB13335.1	mrna-2478	g66257.t1	mrna-12273	mrna-8562
PAC4GC_38592706	EB12870.1	mrna-2477	g66261.t1	mrna-16386	mrna-8563
PAC4GC_38592484	EB12667.1	mrna-2476	g66263.t1	mrna-16387	mrna-8564
PAC4GC_38592827	EB12320.1	mrna-8567	g66466.t1	mrna-7031	mrna-8571
PAC4GC_38594734	EB12817.1	mrna-8566	g66477.t1	mrna-6876	mrna-8572
PAC4GC_38592723	EB12857.1	mrna-8565	g66479.t1	mrna-6877	mrna-8471
PAC4GC_38592417	EB12959.1	transcript-4298	g66482.t1	mrna-6879	mrna-8470
PAC4GC_38594616	EB12500.1	mrna-8564	g66483.t1	mrna-6880	mrna-8469
PAC4GC_38592944	EB12780.1	mrna-8758	g66488.t1	mrna-6881	mrna-8468
PAC4GC_38593098	EB12849.1	mrna-8757	g66493.t1	mrna-6882	mrna-8467
PAC4GC_38595225	EB12897.1	mrna-8756	g66497.t1	mrna-6883	mrna-8466
PAC4GC_38595431	EB12724.1	mrna-8755	g66499.t1	mrna-6884	mrna-8465
PAC4GC_38594272	EB13315.4	mrna-8754	g66506.t1	mrna-1151	mrna-8640
PAC4GC_38595232	EB13229.3	mrna-8753	g66507.t1	mrna-1152	mrna-8639
PAC4GC_38593481	EB13247.1	mrna-2602	g66513.t1	mrna-1157	mrna-8641
PAC4GC_38594482	EB13110.1	mrna-2601	g66514.t1	mrna-1158	mrna-8400
PAC4GC_38594789	EB13134.1	mrna-2556	g66523.t1	mrna-1159	mrna-8649
PAC4GC_38594568	EB12609.1	mrna-2557	g66525.t1	mrna-1160	mrna-8648
PAC4GC_38594355	EB13061.1	mrna-2683	g65206.t1	mrna-1347	mrna-8605
PAC4GC_38593931	EB12879.2	mrna-2684	g65142.t1	mrna-1346	mrna-8586
PAC4GC_38593812	EB12869.1	mrna-2707	g118253.t1	mrna-11322	mrna-8447
PAC4GC_38592735	EB12378.1	mrna-2704	g64877.t1	mrna-11311	mrna-8444
PAC4GC_38595457	EB13256.1	mrna-2703	g64878.t1	mrna-11310	mrna-8443
PAC4GC_38595451	EB12470.1	mrna-2721	g64879.t1	mrna-11309	mrna-8442
PAC4GC_38594653	EB12943.1	mrna-2821	g64880.t1	mrna-11307	mrna-8440
PAC4GC_38592675	EB12655.1	mrna-2822	g64883.t1	mrna-11306	mrna-8439
PAC4GC_38595114	EB13259.1	mrna-2644	g64886.t1	mrna-11305	mrna-8438
PAC4GC_38593657	EB12681.1	mrna-2643	g64887.t1	mrna-11304	mrna-8437
PAC4GC_38594950	EB13208.3	mrna-2640	g64890.t1	mrna-11301	mrna-8434
PAC4GC_38593863	EB12785.1	mrna-2716	g65068.t1	mrna-11448	mrna-8415
PAC4GC_38594520	EB12437.1	mrna-2718	g65061.t1	mrna-11445	mrna-8417
PAC4GC_38593188	EB12821.1	mrna-2719	g65060.t1	mrna-11444	mrna-8418
PAC4GC_38592829	EB12892.1	mrna-2743	g65057.t1	mrna-11442	mrna-8420
PAC4GC_38595116	EB13210.1	mrna-2762	g66736.t1	mrna-16063	mrna-8390
PAC4GC_38592597	EB13037.1	mrna-2763	g66735.t1	mrna-16062	mrna-8391
PAC4GC_38594437	EB12932.1	mrna-8776	g66734.t1	mrna-16061	mrna-8392
PAC4GC_38594010	EB13198.1	mrna-2470	g64691.t1	mrna-14334	mrna-8602
PAC4GC_38592413	EB12913.1	mrna-2568	g120052.t1	mrna-14157	mrna-8512
PAC4GC_38595214	EB12712.1	mrna-8568	g66439.t1	mrna-7029	mrna-8570
PAC4GC_38687473	EB00347.1	mrna-8261	g73370.t1	mrna-2173	mrna-8009
PAC4GC_38688157	EB00243.1	mrna-3205	g73159.t1	transcript-5134	mrna-8102
PAC4GC_38686918	EB00769.6	mrna-3244	g73686.t1	mrna-2148	mrna-7988
PAC4GC_38686818	EB00612.1	mrna-3245	g73574.t1	mrna-2150	mrna-7990
PAC4GC_38687724	EB00258.1	mrna-8304	g73380.t1	mrna-2166	mrna-8004
PAC4GC_38689119	EB00959.1	mrna-8305	g73379.t1	mrna-2167	mrna-8005
PAC4GC_38688187	EB00596.1	mrna-8308	g73375.t1	mrna-2172	mrna-8008
PAC4GC_38688366	EB00878.1	mrna-3206	g73160.t1	mrna-2140	mrna-8103
PAC4GC_38687862	EB00139.1	mrna-8173	g72086.t1	mrna-2227	mrna-7862
PAC4GC_38687833	EB00919.3	mrna-8174	g72084.t1	mrna-2228	mrna-7861
PAC4GC_38686903	EB00790.1	mrna-8176	g72047.t1	mrna-12731	mrna-7859
PAC4GC_38687355	EB00074.1	mrna-8178	g71483.t1	mrna-15816	mrna-7937
PAC4GC_38689593	EB00300.1	mrna-8179	g71529.t1	mrna-15817	mrna-7938
PAC4GC_38686955	EB00695.1	transcript-4080	g71574.t1	mrna-15818	transcript-4734
PAC4GC_38687223	EB00109.1	mrna-8183	g71587.t1	mrna-15822	mrna-7845
PAC4GC_38688695	EB00235.1	mrna-8313	g71588.t1	mrna-15823	mrna-7846
PAC4GC_38688036	EB00256.1	mrna-8312	g71745.t1	mrna-12787	mrna-7848
PAC4GC_38688116	EB00039.1	mrna-8311	g71752.t1	mrna-12786	mrna-7899
PAC4GC_38687495	EB00941.2	mrna-8197	g71755.t1	mrna-12785	mrna-7934
PAC4GC_38686986	EB00820.2	mrna-8195	g71761.t1	mrna-12783	mrna-7840
PAC4GC_38688210	EB00882.1	mrna-8194	g71763.t1	mrna-12782	mrna-7951
PAC4GC_38688283	EB00862.1	mrna-8192	g71771.t1	mrna-12780	mrna-7949
PAC4GC_38689429	EB00736.1	mrna-8191	g71779.t1	mrna-12779	mrna-7948
PAC4GC_38687732	EB00412.1	mrna-8190	g71782.t1	mrna-12778	mrna-7898
PAC4GC_38688106	EB00962.1	mrna-8189	g71783.t1	mrna-12775	mrna-7849
PAC4GC_38687316	EB00136.1	mrna-8188	g71784.t1	mrna-12774	mrna-7850
PAC4GC_38689283	EB00262.1	mrna-8187	g71798.t1	mrna-12773	mrna-7851
PAC4GC_38687627	EB00915.1	mrna-8186	g71799.t1	mrna-12772	mrna-7852
PAC4GC_38688898	EB00437.1	mrna-8185	g71811.t1	mrna-12771	mrna-7887
PAC4GC_38688627	EB00628.1	mrna-8184	g71816.t1	mrna-12770	mrna-7889
PAC4GC_38689110	EB01892.1	mrna-10607	g98855.t1	mrna-6929	mrna-12815
PAC4GC_38687463	EB00295.1	mrna-8317	g71827.t1	mrna-12766	mrna-7868
PAC4GC_38689443	EB00335.1	mrna-8255	g72036.t1	mrna-12735	mrna-7855
PAC4GC_38687769	EB00707.1	mrna-8264	g73364.t1	mrna-2175	mrna-8014
PAC4GC_38689367	EB00567.1	mrna-8265	g73363.t1	mrna-2176	mrna-8015
PAC4GC_38688923	EB00166.1	mrna-8266	g73362.t1	mrna-2177	mrna-8016
PAC4GC_38687681	EB00615.1	mrna-8236	g118985.t1	mrna-2180	mrna-8020
PAC4GC_38687546	EB00974.1	mrna-8233	g72975.t1	mrna-2183	mrna-8023
PAC4GC_38688995	EB00140.1	mrna-8232	g72960.t1	mrna-2184	mrna-8024
PAC4GC_38687100	EB00298.1	mrna-8231	g72959.t1	mrna-2185	mrna-8025
PAC4GC_38689214	EB00085.1	mrna-8230	g72958.t1	mrna-2186	mrna-8026
PAC4GC_38687635	EB00617.2	mrna-8256	g72030.t1	mrna-12736	mrna-7854
PAC4GC_38687162	EB00748.1	mrna-8336	g71883.t1	mrna-12761	mrna-7940
PAC4GC_38687550	EB00812.1	mrna-8332	g71850.t1	mrna-12767	mrna-7842
PAC4GC_38688397	EB00604.5	mrna-8333	g71878.t1	mrna-12765	mrna-7944
PAC4GC_38687072	EB33636.1	mrna-10084	g106972.t1	mrna-17407	mrna-13832
PAC4GC_38686729	EB00541.1	mrna-8219	g72412.t1	mrna-13267	mrna-7924
PAC4GC_38686869	EB00111.5	mrna-8299	g72359.t1	mrna-14767	mrna-7912
PAC4GC_38687778	EB00134.1	mrna-8298	g72365.t1	mrna-14768	mrna-7913
PAC4GC_38686954	EB00413.1	mrna-3261	g71369.t1	mrna-14235	mrna-7960
PAC4GC_38688666	EB00970.2	mrna-3262	g71366.t1	mrna-14232	mrna-7959
PAC4GC_38689449	EB00931.1	mrna-3263	g71365.t1	mrna-14231	mrna-7958
PAC4GC_38687594	EB00438.1	mrna-3264	g71364.t1	mrna-14230	mrna-7957
PAC4GC_38688757	EB00023.2	mrna-3267	g71358.t1	mrna-14225	mrna-7954
PAC4GC_38688433	EB00155.2	mrna-3272	g71252.t1	mrna-14310	mrna-7984
PAC4GC_38687104	EB00494.1	mrna-3273	g71251.t1	mrna-14309	mrna-7886
PAC4GC_38686828	EB00030.1	mrna-3274	g71245.t1	mrna-14308	mrna-7885
PAC4GC_38687297	EB00228.1	mrna-3275	g71238.t1	mrna-14307	mrna-8058
